//------------------------------------------------------------------------------
//
// Sistema de Informações Hidrológicas
// Versão Web 3.0
// © 2001 Agência Nacional de Águas (ANA)
//
// NivelConsistencia: 1 = Bruto, 2 = Consistido
// TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
// Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado
//
// Restrições da consulta:
//   Código da Estação: 2141009
//
//------------------------------------------------------------------------------

//EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status;
02141009;2;01/11/1944;1;18;102,7;15;12;1;1;0;1051,8;1;11;0;0;0;0;0;14;0,4;0,1;0;0;0;0;0;18;0;0;12;0;0;0;0;15;14;17;0;0,7;0,2;0;0,3;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
02141009;2;01/12/1944;1;63;322,5;3;13;1;1;0;1051,8;1;22;0,7;63;47;0,6;0;35;0;0;21;0;0;0;0;0;0;0;0;56;0;0;0;0,2;12;11;11;43;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/01/1945;1;49;149,9;12;18;1;1;0;893,4;1;0;11;0,1;0,3;0,4;0;0,3;37;0,7;0;0,9;49;0,1;0;0;0;0;0;0,3;0,1;0,1;14;11;0;0;14;10;0,6;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/02/1945;1;36;73,5;12;9;1;1;0;893,4;1;0,6;21;0;0,1;0;0;0;0;0;0;0,4;36;0,4;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0,9;14;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
02141009;2;01/03/1945;1;45;87,7;2;15;1;1;0;893,4;1;0,1;45;0,2;0,8;0;0;0,1;0;0;12;0,6;0;0,7;0;0;0;0;0;0,2;0,1;0,2;0,3;0;0;0;12;15;0;0,4;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/04/1945;1;64;188,1;11;13;1;1;0;893,4;1;0,4;0,3;31;38;12;0,7;0;0;0;0,2;64;13;0;0;0;0;0;0;0,3;0,1;0,1;0;0;0;0;0;0;0;0;28;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
02141009;2;01/05/1945;1;21;23,1;15;8;1;1;0;893,4;1;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;21;0,2;0;0,9;0;0;0;0,3;0,3;0;0,1;0;0;0,1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/06/1945;1;12;13,5;24;5;1;1;0;893,4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,4;0;0,1;12;0,8;0,2;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
02141009;2;01/07/1945;1;0,6;1,2;13;4;1;1;0;893,4;1;0;0;0;0;0;0;0;0;0;0;0;0,1;0,6;0,3;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/08/1945;1;17;18,1;20;5;1;1;0;893,4;1;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;17;0,6;0,2;0;0;0;0;0;0;0;0;0,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/09/1945;1;17;36,3;10;13;1;1;0;893,4;1;15;0,3;0,2;0,4;0,5;0;0;0;0;17;0,1;0,4;0;0;0;0;0,2;0;0;0,6;0,9;0;0;0;0;0;0;0;0,1;0,6;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
02141009;2;01/10/1945;1;12;24,7;6;6;1;1;0;893,4;1;0;0;0;0;0,1;12;0,2;0,3;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/11/1945;1;44;149,4;13;14;1;1;0;893,4;1;0,2;23;11;0;0;0;0;0;0,1;0;0;0;44;0,5;0;0;0;14;0;0;0;16;0,6;15;12;12;0,4;0;0,6;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
02141009;2;01/12/1945;1;37;127,9;21;20;1;1;0;893,4;1;0;0;0;0;0;0,1;0,1;0;16;14;0,7;0;0,2;0,1;0,2;0,7;0,1;0,1;0,1;0,3;37;20;0,1;0;0,9;0;0;0,2;27;10;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/01/1946;1;29;54,9;14;8;1;1;0;887,2;1;14;0,3;0;10;0,4;0;0;0;0;0;0;0;0;29;0,6;0;0;0;0;0,5;0,1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/02/1946;1;12;12,6;10;3;1;1;0;887,2;1;0;0;0;0;0;0;0;0;0;12;0;0,2;0;0;0;0;0;0;0;0;0;0,4;0;0;0;0;0;0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
02141009;2;01/03/1946;1;44;140,4;14;11;1;1;0;887,2;1;0;0;0;0;0;0;14;0;0;0;0;0;0;44;30;12;0,8;0,2;0,8;0,1;0,3;0;0;0,2;38;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/04/1946;1;56;164,6;9;12;1;1;0;887,2;1;0;22;0,8;0,6;16;0;0;0;56;0;0;14;0,5;0;0;0;0;21;0,2;0;0;31;0,1;0;0;0;0;0;2,4;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
02141009;2;01/05/1946;1;50;50,5;27;2;1;1;0;887,2;1;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/06/1946;1;15;15,5;2;3;1;1;0;887,2;1;0;15;0,3;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
02141009;2;01/07/1946;1;0,5;1;4;3;1;1;0;887,2;1;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0,4;0;0;0;0;0;0,1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/08/1946;1;0,6;2;12;5;1;1;0;887,2;1;0,5;0;0;0;0;0;0;0;0;0;0,4;0,6;0;0;0;0;0;0;0;0;0;0;0,1;0,4;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/09/1946;1;15;17,7;30;8;1;1;0;887,2;1;0;0;0;0;0;0;0;0;0;0,3;0,5;0;0;0;0;0,1;0,1;0;0;0;0;0;0;0;0;0,1;0;0,8;0,8;15;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
02141009;2;01/10/1946;1;61;176,2;24;12;1;1;0;887,2;1;0;0;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0,2;13;0;27;0,1;18;11;0,4;61;33;12;0,1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/11/1946;1;62;157,3;9;12;1;1;0;887,2;1;0;0,1;0;0;0;0;0;21;62;0,5;0,4;0,1;0;0;0;0;0;0;0;0;35;0,5;0;0;0,5;25;0;0;12;0,2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
02141009;2;01/12/1946;1;45;94,5;26;16;1;1;0;887,2;1;0,4;0;0;0;0;0,5;0,4;0,5;12;0;0;0;0;0;0,3;0,3;0,9;0;0;0;0;0;0,1;0,6;17;45;0,9;0,4;15;0,2;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/01/1947;1;25;81,5;21;6;1;1;0;;0;0;0;0;0;21;0;0;0;0,3;0;0;0;0;0;0;0;0;0;0,2;12;25;0;0;23;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/02/1947;1;33;181,9;18;10;1;1;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8;30;18;33;19;0;0;16;21;29;0;15;0;0,1;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
02141009;2;01/03/1947;1;48;125,9;15;13;1;1;0;;0;0;0;0;0;0;0;0,6;0,3;0;0;0;0,4;0;0;48;0,2;0;34;0,2;0,7;0;0;23;0;0;0,2;17;0,7;0,6;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/04/1947;1;;18,8;;;0;2;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
02141009;2;01/05/1947;1;;9,9;;;0;2;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
02141009;2;01/06/1947;1;0,1;0,2;17;2;1;1;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0,1;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
02141009;2;01/07/1947;1;19;21,9;9;10;1;1;0;;0;0;0;0;0;0;0,6;0;0,9;19;0;0;0;0;0;0;0;0;0,4;0,1;0;0,4;0,2;0,1;0,1;0;0;0;0,1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/08/1947;1;25;63,6;11;9;1;1;0;;0;0;0;0;0;0;0;0;0;0,3;0;25;20;0;0;0;0;0;0;0;0;0;0;0;0,2;0,5;0,6;0,4;0,6;16;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/09/1947;1;27;76,6;14;9;1;1;0;;0;0;0;0;24;11;0,2;0;0,6;0;0;0;0;0;27;0,3;0;0;0;0;0;0;0;0;0;0;13;0,4;0,1;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
02141009;2;01/10/1947;1;24;119,4;29;18;1;1;0;;0;0;0;0,9;0,2;0,9;0,3;3,3;0,9;14;0;0,6;0;0;0;17;0,2;0,1;0;0;0,9;0;0;19;14;22;0;0;0;24;0,7;0,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/11/1947;1;24;89;14;14;1;1;0;;0;19;0,4;11;0,8;0;0,3;0;0,3;11;6;0;0;15;24;0,6;0;0;0;0;0;0;0;0;0;0,2;0,2;0,2;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
02141009;2;01/12/1947;1;33;207,8;11;21;1;1;0;;0;0;13;14;0,3;0;0;0;0;0;22;33;12;0,7;0,2;13;0;0,5;30;0;0,3;0;11;0,1;0,3;0,1;0,5;17;15;0,8;24;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/01/1948;1;45;73,2;13;3;1;1;0;945,8;1;0;0;0;0;0;0;0;0;0;0;28;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/02/1948;1;34;118,9;28;13;1;1;0;945,8;1;0;3,7;0;0;0;0;0;0;0;0,3;12;24;0,7;0,2;0;0,4;14;0;0,2;0;0;0;0;0;0,4;0;18;34;11;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
02141009;2;01/03/1948;1;32;139,3;23;11;1;1;0;945,8;1;4;0;0;0;0,6;12;0;0;0;0;0;24;22;0;0;0;0;13;0,3;0;0;0;32;0;12;19;0;0;0;0;0,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/04/1948;1;31;31,9;16;6;1;1;0;945,8;1;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;31;0;0;0,1;0;0;0,1;0;0;0;0;0;0,1;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
02141009;2;01/05/1948;1;18;60,4;7;13;1;1;0;945,8;1;0;15;0;13;0,4;0,9;18;0,3;0;0,8;0;0;0;0;0;0;0,1;0;0;0;11;0,2;0;0;0;0;0;0;0,4;0,1;0,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/06/1948;1;24;41;2;2;1;1;0;945,8;1;0;24;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
02141009;2;01/07/1948;1;29;30,2;29;5;1;1;0;945,8;1;0;0;0;0;0;0;0;0,2;0;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0,1;0,5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/08/1948;1;0,5;0,9;27;3;1;1;0;945,8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0,5;0;0,2;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/09/1948;1;19;34;11;2;1;1;0;945,8;1;0;0;0;0;0;0;0;0;0;0;19;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
02141009;2;01/10/1948;1;16;34;6;8;1;1;0;945,8;1;0;0;0;0;0,5;16;15;0,2;0;0;0;0,9;0;0;0,7;0;0,3;0;0;0;0;0;0;0;0,4;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/11/1948;1;62;83;27;10;1;1;0;945,8;1;0;0;0;0;0;0,5;0;0;0,4;0;0;11;3,2;0,5;0;0,2;0;0,5;0;0,4;4,3;0;0;0;0;0;62;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
02141009;2;01/12/1948;1;55;299;18;20;1;1;0;945,8;1;0;0;0,3;16;0,3;0,5;0,2;28;51;0,3;31;0,1;0,6;48;19;11;0;55;0,2;0;0;0;0;0,3;0,9;0;0;0;0;0,3;36;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/01/1949;1;25;206,3;30;14;1;1;0;1058,3;1;4;0;0;0;0;0;0;0;15;17;0;0;0;0;0;21;0;0,3;14;19;0;21;0;12;11;10;15;0;0;25;22;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/02/1949;1;37;139,8;25;11;1;1;0;1058,3;1;0,3;0;0,1;0;0;0;0;29;0,2;0;0;0;0;0;0;0;19;0;0;0,9;0,6;0,7;17;35;37;0;0;0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
02141009;2;01/03/1949;1;28;55,5;27;6;1;1;0;1058,3;1;0;0;11;0;0;0;0;0;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3;28;15;0;0;0,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/04/1949;1;62;169;3;8;1;1;0;1058,3;1;0;0;62;24;0,9;39;0,5;0;0;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;0;0,3;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
02141009;2;01/05/1949;1;12;13,1;26;3;1;1;0;1058,3;1;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0,9;0;12;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/06/1949;1;12;15,2;30;8;1;1;0;1058,3;1;0;0;0;0;0;0;0,3;0;0;0;0,4;0,6;0;0;0;0;0,6;0,5;0;0;0;0;0,2;0;0;0;0;0,6;0;12;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
02141009;2;01/07/1949;1;0,7;0,7;18;1;1;1;0;1058,3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/08/1949;1;0,8;2,2;25;4;1;1;0;1058,3;1;0;0;0;0;0;0;0;0;0;0,5;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8;0,5;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/09/1949;1;0,5;0,5;12;1;1;1;0;1058,3;1;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
02141009;2;01/10/1949;1;54;133,4;28;10;1;1;0;1058,3;1;0;0;0;0;0;0;10;0;0;0;0;19;0;0;0;0,5;15;10;0,3;0;24;0;0;0;0;0,4;0;54;0,2;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/11/1949;1;50;144,2;10;12;1;1;0;1058,3;1;0;0;0,9;0;0;0,5;0;0;0,8;50;0,2;0,6;0;0;0;0;0;0;0;0;19;0,7;0;45;26;0,2;0,3;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
02141009;2;01/12/1949;1;62;178,4;15;11;1;1;0;1058,3;1;0;23;0;0;0;0;0;10;0,3;0;0;0;0,9;0,6;62;20;16;0;0;0;0;0;0,6;31;0;0;0;0;14;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/01/1950;1;62;330,3;12;15;1;1;0;1031;1;0;29;0;0;0;0;0;0;0;0,5;0;62;35;29;0;61;0;0;0;0;0,8;0,5;11;48;25;0,7;0,3;27;0;0,5;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/02/1950;1;21;22,1;4;3;1;1;0;1031;1;0;0;0;21;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3;0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
02141009;2;01/03/1950;1;62;172,8;16;12;1;1;0;1031;1;0;0;0;0;0;0;0;0;0;0,4;21;0;0;0,6;0;62;16;15;0,6;10;14;0,2;0;16;17;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/04/1950;1;26;38,7;29;6;1;1;0;1031;1;0;0;0;0;0,3;0,4;0,2;0;0;0;0;0;0;0;0,8;0;0;0;0;0;0;0;0;0;0;0;11;0;26;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
02141009;2;01/05/1950;1;12;14;5;7;1;1;0;1031;1;0;0;0;0,4;12;0;0;0;0;0;0,4;0,2;0,3;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/06/1950;1;33;33,7;10;4;1;1;0;1031;1;0,2;0;0;0;0;0;0,2;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
02141009;2;01/07/1950;1;0,7;1,4;15;3;1;1;0;1031;1;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0,7;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/08/1950;1;3,1;4,4;2;3;1;1;0;1031;1;0;3,1;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/09/1950;1;15;16,6;23;6;1;1;0;1031;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,4;0;0;0;0;0;0;0,3;15;0,3;0,2;0,4;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
02141009;2;01/10/1950;1;26;83,3;23;7;1;1;0;1031;1;0,6;0,9;0;0;0;0;0;0;0;0;0;0;0;0,8;0;0;21;0;0;10;0;0;26;0;24;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/11/1950;1;63;270,1;9;14;1;1;0;1031;1;0,2;0;0;0;0;0,3;26;0;63;0,3;0;0;0;0;0;0;18;58;22;21;0;19;15;0,3;13;0;0;14;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
02141009;2;01/12/1950;1;18;43,6;17;12;1;1;0;1031;1;0,7;0;0;0;0;0,4;11;0,7;0;0;0;0;0,3;0,2;10;0,4;18;0,5;0,8;0,6;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/01/1951;1;30;92,1;12;10;1;1;0;820,7;1;0;0;0;0;0;0;0,6;16;0,8;0,5;0,2;30;0;0;0;0;0,7;25;0;0;0;0;18;0,3;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
02141009;2;01/02/1951;1;38;125,8;24;10;1;1;0;820,7;1;0;0;0;0;0;0;0;2,5;0,8;19;0;0;0;0;0;0;0;12;21;0;18;0,3;0,2;38;0;0;0;14;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
02141009;2;01/03/1951;1;56;140,3;19;9;1;1;0;820,7;1;0;0;0;0;0;0;26;0;0,2;0;0;0;0;0;0;0;0;0;56;0;0;0;10;25;0,4;0,4;22;0,3;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
